"original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","GTSearch"
"Myrtaceae","Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel","Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel",10632,"Myrtaceae","Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel",10632,,"LFB","name ok","","Myrceugenia acutiflora","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RJ-BR-MG-BR-ES-BR-PR","Árvore","Campo de Altitude-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Myrceugenia cucullata D.Legrand","Myrceugenia cucullata D.Legrand",10637,"Myrtaceae","Myrceugenia cucullata D.Legrand",10637,,"LFB","name ok","","Myrceugenia cucullata","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-RS-BR-PR","Árvore","Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Myrceugenia mesomischa (Burret) D.Legrand & Kausel","Myrceugenia mesomischa (Burret) D.Legrand & Kausel",10646,"Myrtaceae","Myrceugenia mesomischa (Burret) D.Legrand & Kausel",10646,,"LFB","name ok","","Myrceugenia mesomischa","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS","Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine","Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine",605439,"Myrtaceae","Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine",605439,,"LFB","name ok","","Myrcia eugeniopsoides","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SC-BR-RS-BR-SP","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Myrcia ferruginosa Mazine","Myrcia ferruginosa Mazine",582884,"Myrtaceae","Myrcia ferruginosa Mazine",582884,,"LFB","name ok","","Myrcia ferruginosa","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SC-BR-ES-BR-MG-BR-SP-BR-RJ-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Myrcia multipunctata Mazine","Myrcia multipunctata Mazine",605440,"Myrtaceae","Myrcia multipunctata Mazine",605440,,"LFB",,"","Myrcia multipunctata","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-MG-BR-SP-BR-RJ-BR-BA","Arbusto-Árvore","Campo rupestre-Carrasco-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Myrcia vellozoi Mazine","Myrcia vellozoi Mazine",605441,"Myrtaceae","Myrcia vellozoi Mazine",605441,,"LFB","name ok","","Myrcia vellozoi","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-ES-BR-MG-BR-SP-BR-RJ-BR-BA","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Myrciaria disticha O.Berg","Myrciaria disticha O.Berg",10790,"Myrtaceae","Myrciaria disticha O.Berg",10790,,"LFB","name ok","","Myrciaria disticha","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Myrciaria ferruginea O.Berg","Myrciaria ferruginea O.Berg",10791,"Myrtaceae","Myrciaria ferruginea O.Berg",10791,,"LFB","name ok","","Myrciaria ferruginea","NATIVA","Endemica/Mata Atlântica","BR-RN-BR-AL-BR-PE-BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Myrciaria glomerata O.Berg","Myrciaria glomerata O.Berg",10795,"Myrtaceae","Myrciaria glomerata O.Berg",10795,,"LFB","name ok","","Myrciaria glomerata","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-MG-BR-PA","Árvore","Floresta Estacional Semidecidual","Terrícola","sim"
"Myrtaceae","Myrciaria guaquiea (Kiaersk.) Mattos & D.Legrand","Myrciaria guaquiea (Kiaersk.) Mattos & D.Legrand",19885,"Myrtaceae","Myrciaria guaquiea (Kiaersk.) Mattos & D.Legrand",19885,"Guaquica-PORTUGUES-NA/Ibá-cuíca-PORTUGUES-NA","LFB","name ok","","Myrciaria guaquiea","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-RJ-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Myrciaria pilosa Sobral & Couto","Myrciaria pilosa Sobral & Couto",10798,"Myrtaceae","Myrciaria pilosa Sobral & Couto",10798,,"LFB","name ok","","Myrciaria pilosa","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-MG-BR-BA","Árvore","Caatinga (stricto sensu)-Floresta Estacional Semidecidual","Terrícola","sim"
"Myrtaceae","Myrciaria strigipes O.Berg","Myrciaria strigipes O.Berg",10801,"Myrtaceae","Myrciaria strigipes O.Berg",10801,,"LFB","name ok","","Myrciaria strigipes","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Neomitranthes warmingiana (Kiaersk.) Mattos","Neomitranthes warmingiana (Kiaersk.) Mattos",10820,"Myrtaceae","Neomitranthes warmingiana (Kiaersk.) Mattos",10820,,"LFB","name ok","","Neomitranthes warmingiana","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Siphoneugena kiaerskoviana (Burret) Kausel","Siphoneugena kiaerskoviana (Burret) Kausel",10895,"Myrtaceae","Siphoneugena kiaerskoviana (Burret) Kausel",10895,,"LFB","name ok","","Siphoneugena kiaerskoviana","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Estacional Semidecidual","Terrícola","sim"
"Nyctaginaceae","Andradea floribunda Allemão","Andradea floribunda Allemão",10900,"Nyctaginaceae","Andradea floribunda Allemão",10900,"perema, tapacirica, tapaciriba, mulher pobre, cabelo de negro-PORTUGUES-Sudeste","LFB","name ok","","Andradea floribunda","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Nyctaginaceae","Ramisia brasiliensis Oliv.","Ramisia brasiliensis Oliv.",10935,"Nyctaginaceae","Ramisia brasiliensis Oliv.",10935,"ticica, paudalho macho,ganha saia,siriba de flores grandes-PORTUGUES-sudeste","LFB","name ok","","Ramisia brasiliensis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Nyctaginaceae","Ramisia brasiliensis Oliv.","Ramisia brasiliensis Glaz.",120960,"Nyctaginaceae","Ramisia brasiliensis Oliv.",10935,,"LFB","synonym","","Ramisia brasiliensis",,,,,,,
"Ochnaceae","Ouratea multiflora (Pohl) Engl.","Ouratea multiflora (Pohl) Engl.",105592,"Ochnaceae","Ouratea multiflora (Pohl) Engl.",105592,,"LFB","name ok","","Ouratea multiflora","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-SC","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Ochnaceae","Ouratea polygyna Engl.","Ouratea polygyna Engl.",19934,"Ochnaceae","Ouratea polygyna Engl.",19934,,"LFB","name ok","","Ouratea polygyna","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-PE-BR-MG-BR-BA-BR-PA-BR-AP","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Ochnaceae","Ouratea xerophila Rizzini","Ouratea xerophila Rizzini",79462,"Ochnaceae","Ouratea xerophila Rizzini",79462,,"LFB","name ok","","Ouratea xerophila","NATIVA","Endemica/Caatinga","BR-PI","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Olacaceae","Cathedra rubricaulis Miers","Cathedra rubricaulis Miers",10955,"Olacaceae","Cathedra rubricaulis Miers",10955,,"LFB","name ok","","Cathedra rubricaulis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-PE-BR-BA-BR-AL","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Olacaceae","Ximenia coriacea Engl.","Ximenia coriacea Engl.",19961,"Olacaceae","Ximenia coriacea Engl.",19961,,"LFB","name ok","","Ximenia coriacea","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)","Terrícola","sim"
"Peraceae","Pera furfuracea Müll.Arg.","Pera furfuracea Müll.Arg.",36196,"Peraceae","Pera furfuracea Müll.Arg.",36196,,"LFB","name ok","","Pera furfuracea","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-MG-BR-RJ-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Phyllanthaceae","Phyllanthus riedelianus Müll.Arg.","Phyllanthus riedelianus Müll.Arg.",38557,"Phyllanthaceae","Phyllanthus riedelianus Müll.Arg.",38557,,"LFB","name ok","","Phyllanthus riedelianus","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR","Árvore","Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Vegetação Sobre Afloramentos Rochosos","Terrícola","sim"
"Picramniaceae","Picramnia excelsa Kuhlm. ex Pirani","Picramnia excelsa Kuhlm. ex Pirani",12596,"Picramniaceae","Picramnia excelsa Kuhlm. ex Pirani",12596,"cedrico-PORTUGUES-Sul","LFB","name ok","","Picramnia excelsa","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-PR","Árvore","Floresta Ombrófila Mista","Terrícola","sim"
"Polygonaceae","Coccoloba oblonga Lindau","Coccoloba oblonga Lindau",13707,"Polygonaceae","Coccoloba oblonga Lindau",13707,,"LFB","name ok","","Coccoloba oblonga","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Polygonaceae","Coccoloba schwackeana Lindau","Coccoloba schwackeana Lindau",20602,"Polygonaceae","Coccoloba schwackeana Lindau",20602,,"LFB","name ok","","Coccoloba schwackeana","NATIVA","Endemica/Caatinga","BR-MG-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Floresta Estacional Decidual-Floresta Estacional Semidecidual","Terrícola","sim"
"Primulaceae","Cybianthus goyazensis Mez","Cybianthus goyazensis Mez",31457,"Primulaceae","Cybianthus goyazensis Mez",31457,,"LFB","name ok","","Cybianthus goyazensis","NATIVA","Endemica/Cerrado","BR-MG-BR-SP-BR-DF-BR-GO","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola","sim"
"Primulaceae","Myrsine leuconeura Mart.","Myrsine leuconeura Mart.",121425,"Primulaceae","Myrsine leuconeura Mart.",121425,,"LFB","name ok","","Myrsine leuconeura","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-GO-BR-MT-BR-DF-BR-SP-BR-MG-BR-BA","Árvore","Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Primulaceae","Myrsine rubra M.F.Freitas & Kin.-Gouv.","Myrsine rubra M.F.Freitas & Kin.-Gouv.",10240,"Primulaceae","Myrsine rubra M.F.Freitas & Kin.-Gouv.",10240,,"LFB","name ok","","Myrsine rubra","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Proteaceae","Roupala longepetiolata Pohl","Roupala longepetiolata Pohl",13798,"Proteaceae","Roupala longepetiolata Pohl",13798,"carne de vaca-PORTUGUES-Sudeste","LFB","name ok","","Roupala longepetiolata","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Putranjivaceae","Drypetes sessiliflora Allemão","Drypetes sessiliflora Allemão",13806,"Putranjivaceae","Drypetes sessiliflora Allemão",13806,,"LFB","name ok","","Drypetes sessiliflora","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rhamnaceae","Ziziphus platyphylla Reissek","Ziziphus platyphylla Reissek",20676,"Rhamnaceae","Ziziphus platyphylla Reissek",20676,"Joazeiro-PORTUGUES-Nordeste, Sudeste/Juazeiro-PORTUGUES-Nordeste, Sudeste","LFB","name ok","","Ziziphus platyphylla","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-RN-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL","Árvore","Floresta Estacional Semidecidual-Restinga","Terrícola",
"Rhamnaceae","Ziziphus undulata Reissek","Ziziphus undulata Reissek",20677,"Rhamnaceae","Ziziphus undulata Reissek",20677,"Joazeiro-PORTUGUES-Nordeste, Sudeste/Juazeiro-PORTUGUES-Nordeste, Sudeste","LFB","name ok","","Ziziphus undulata","NATIVA","Endemica/Mata Atlântica","BR-CE-BR-RJ-BR-PI-BR-PE-BR-PB-BR-BA-BR-AL","Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Restinga","Terrícola",
"Rubiaceae","Alseis latifolia Gleason","Alseis latifolia Gleason",20684,"Rubiaceae","Alseis latifolia Gleason",20684,"canela-de-veado-PORTUGUES-Sergipe/cravo-do-mato-PORTUGUES-Rio de Janeiro/escorrega-macaco-PORTUGUES-Maranhão/goiabeira-braba-PORTUGUES-Sergipe/pau-mole-PORTUGUES-Pernambuco/pelada-PORTUGUES-Maranhão/rim-de-veado-PORTUGUES-Bahia","LFB","name ok","","Alseis latifolia","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Mata Atlântica","BR-MG-BR-SP-BR-RJ-BR-ES-BR-SE-BR-PE-BR-MA-BR-BA-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Alseis sertaneja L. Marinho & J.G. Jardim","Alseis sertaneja L. Marinho & J.G. Jardim",603292,"Rubiaceae","Alseis sertaneja L. Marinho & J.G. Jardim",603292,"Vidro-PORTUGUES-Nordeste","LFB",,"","Alseis sertaneja","NATIVA","Endemica/Caatinga","BR-MG-BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Rubiaceae","Appunia triphylla Ducke","Appunia triphylla Ducke",71526,"Rubiaceae","Appunia triphylla Ducke",71526,,"LFB","name ok","","Appunia triphylla","NATIVA","Endemica/Amazônia","BR-AM-BR-PA","Arbusto-Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Bathysa mendoncaei K.Schum.","Bathysa mendoncaei K.Schum.",20689,"Rubiaceae","Bathysa mendoncaei K.Schum.",20689,,"LFB","name ok","","Bathysa mendoncaei","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Bathysa nicholsonii K.Schum.","Bathysa nicholsonii K.Schum.",13839,"Rubiaceae","Bathysa nicholsonii K.Schum.",13839,"bapebucu-PORTUGUES-RJ/quina-do-mato-PORTUGUES-RJ","LFB","name ok","","Bathysa nicholsonii","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-ES-BR-RJ-BR-MG","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Rubiaceae","Calycophyllum papillosum J.H.Kirkbr.","Calycophyllum papillosum J.H.Kirkbr.",13849,"Rubiaceae","Calycophyllum papillosum J.H.Kirkbr.",13849,,"LFB","name ok","","Calycophyllum papillosum","NATIVA","Endemica/Mata Atlântica","BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Calycophyllum tefense J.H.Kirkbr.","Calycophyllum tefense J.H.Kirkbr.",38665,"Rubiaceae","Calycophyllum tefense J.H.Kirkbr.",38665,,"LFB","name ok","","Calycophyllum tefense","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Chimarrhis barbata (Ducke) Bremek.","Chimarrhis barbata (Ducke) Bremek.",38668,"Rubiaceae","Chimarrhis barbata (Ducke) Bremek.",38668,"pau amarelo-PORTUGUES-NA","LFB","name ok","","Chimarrhis barbata","NATIVA","Endemica/Amazônia","BR-RO-BR-PA-BR-AM-BR-MT","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Chomelia parviflora (Müll.Arg.) Müll.Arg.","Chomelia parviflora (Müll.Arg.) Müll.Arg.",32551,"Rubiaceae","Chomelia parviflora (Müll.Arg.) Müll.Arg.",32551,,"LFB","name ok","","Chomelia parviflora","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-MG-BR-DF-BR-PI-BR-MA-BR-BA-BR-TO-BR-PA-BR-GO","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)-Floresta de Terra Firme-Floresta Estacional Semidecidual","Terrícola","sim"
"Rubiaceae","Chomelia parvifolia (Standl.) Govaerts","Chomelia parvifolia (Standl.) Govaerts",13871,"Rubiaceae","Chomelia parvifolia (Standl.) Govaerts",13871,,"LFB","name ok","","Chomelia parvifolia","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-PR","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Chomelia pedunculosa Benth.","Chomelia pedunculosa Benth.",13872,"Rubiaceae","Chomelia pedunculosa Benth.",13872,,"LFB","name ok","","Chomelia pedunculosa","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-AL-BR-SP-BR-MG-BR-SC-BR-PR","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Coussarea accedens Müll.Arg.","Coussarea accedens Müll.Arg.",13894,"Rubiaceae","Coussarea accedens Müll.Arg.",13894,,"LFB","name ok","","Coussarea accedens","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rubiaceae","Coussarea andrei M.S.Pereira & M.R.V.Barbosa","Coussarea andrei M.S.Pereira & M.R.V.Barbosa",105764,"Rubiaceae","Coussarea andrei M.S.Pereira & M.R.V.Barbosa",105764,,"LFB","name ok","","Coussarea andrei","NATIVA","Endemica/Mata Atlântica","BR-PE-BR-AL-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rubiaceae","Coussarea capitata (Benth.) Müll.Arg.","Coussarea capitata (Benth.) Müll.Arg.",13896,"Rubiaceae","Coussarea capitata (Benth.) Müll.Arg.",13896,,"LFB","name ok","","Coussarea capitata","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rubiaceae","Coussarea congestiflora Müll.Arg.","Coussarea congestiflora Müll.Arg.",13898,"Rubiaceae","Coussarea congestiflora Müll.Arg.",13898,,"LFB","name ok","","Coussarea congestiflora","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA-BR-RJ-BR-MG","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Coussarea leptopus Müll.Arg.","Coussarea leptopus Müll.Arg.",13904,"Rubiaceae","Coussarea leptopus Müll.Arg.",13904,,"LFB","name ok","","Coussarea leptopus","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Coussarea megistophylla Standl.","Coussarea megistophylla Standl.",13905,"Rubiaceae","Coussarea megistophylla Standl.",13905,,"LFB","name ok","","Coussarea megistophylla","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Coussarea verticillata Müll.Arg.","Coussarea verticillata Müll.Arg.",13911,"Rubiaceae","Coussarea verticillata Müll.Arg.",13911,,"LFB","name ok","","Coussarea verticillata","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Duroia hirsutissima Steyerm.","Duroia hirsutissima Steyerm.",24440,"Rubiaceae","Duroia hirsutissima Steyerm.",24440,,"LFB","name ok","","Duroia hirsutissima","NATIVA","Endemica/Amazônia","BR-AC","Árvore","Floresta de Igapó-Floresta de Várzea","Terrícola","sim"
"Rubiaceae","Duroia palustris Ducke","Duroia palustris Ducke",38767,"Rubiaceae","Duroia palustris Ducke",38767,,"LFB","name ok","","Duroia palustris","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Igapó-Floresta de Várzea","Terrícola","sim"
"Rubiaceae","Faramea bicolor J.G.Jardim & Zappi","Faramea bicolor J.G.Jardim & Zappi",13948,"Rubiaceae","Faramea bicolor J.G.Jardim & Zappi",13948,,"LFB","name ok","","Faramea bicolor","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Faramea biflora J.G.Jardim & Zappi","Faramea biflora J.G.Jardim & Zappi",13949,"Rubiaceae","Faramea biflora J.G.Jardim & Zappi",13949,,"LFB","name ok","","Faramea biflora","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Faramea martiana Müll.Arg.","Faramea martiana Müll.Arg.",13970,"Rubiaceae","Faramea martiana Müll.Arg.",13970,,"LFB","name ok","","Faramea martiana","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-PR-BR-CE-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Faramea oligantha Müll.Arg.","Faramea oligantha Müll.Arg.",13980,"Rubiaceae","Faramea oligantha Müll.Arg.",13980,,"LFB",,"","Faramea oligantha","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Faramea truncata (Vell.) Müll.Arg.","Faramea truncata (Vell.) Müll.Arg.",13995,"Rubiaceae","Faramea truncata (Vell.) Müll.Arg.",13995,,"LFB","name ok","","Faramea truncata","NATIVA","Endemica/Mata Atlântica","BR-CE-BR-SP-BR-RJ-BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Ferdinandusa leucantha Standl.","Ferdinandusa leucantha Standl.",38833,"Rubiaceae","Ferdinandusa leucantha Standl.",38833,,"LFB","name ok","","Ferdinandusa leucantha","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Guettarda hoffmannseggii Müll.Arg.","Guettarda hoffmannseggii Müll.Arg.",38869,"Rubiaceae","Guettarda hoffmannseggii Müll.Arg.",38869,,"LFB","name ok","","Guettarda hoffmannseggii","NATIVA","Endemica/Amazônia","BR-PA","Arbusto-Árvore",,"Terrícola","sim"
"Rubiaceae","Guettarda hypoglauca Standl.","Guettarda hypoglauca Standl.",38870,"Rubiaceae","Guettarda hypoglauca Standl.",38870,,"LFB","name ok","","Guettarda hypoglauca","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Arbusto-Árvore",,"Terrícola","sim"
"Rubiaceae","Isertia longifolia (Hoffmanns. ex Schult.) K.Schum.","Isertia longifolia (Hoffmanns. ex Schult.) K.Schum.",38891,"Rubiaceae","Isertia longifolia (Hoffmanns. ex Schult.) K.Schum.",38891,"abiurana (Archer 7610)-PORTUGUES-Amazônica","LFB","name ok","","Isertia longifolia","NATIVA","Endemica/Amazônia","BR-PA-BR-AP","Arbusto-Árvore","Floresta de Terra Firme-Floresta de Várzea","Terrícola","sim"
"Rubiaceae","Ixora cowanii Bremek.","Ixora cowanii Bremek.",38898,"Rubiaceae","Ixora cowanii Bremek.",38898,,"LFB","name ok","","Ixora cowanii","NATIVA","Endemica/Amazônia","BR-PA-BR-AP-BR-AM","Arbusto-Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Ixora martinsii Standl.","Ixora martinsii Standl.",38905,"Rubiaceae","Ixora martinsii Standl.",38905,,"LFB","name ok","","Ixora martinsii","NATIVA","Endemica/Amazônia","BR-PA","Arbusto-Árvore","Campinarana","Terrícola","sim"
"Rubiaceae","Ixora schottiana Müll.Arg.","Ixora schottiana Müll.Arg.",73086,"Rubiaceae","Ixora schottiana Müll.Arg.",73086,,"LFB","name ok","","Ixora schottiana","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SP-BR-RJ-BR-ES","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Ixora truncata Müll.Arg.","Ixora truncata Müll.Arg.",73091,"Rubiaceae","Ixora truncata Müll.Arg.",73091,,"LFB","name ok","","Ixora truncata","NATIVA","Endemica/Caatinga","BR-MA-BR-CE","Árvore","Floresta de Várzea","Terrícola",
"Rubiaceae","Psychotria alto-macahensis M. Gomes","Psychotria alto-macahensis M. Gomes",127961,"Rubiaceae","Psychotria alto-macahensis M. Gomes",127961,,"LFB","name ok","","Psychotria alto-macahensis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore-Subarbusto","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Psychotria glaziovii Müll.Arg.","Psychotria glaziovii Müll.Arg.",14176,"Rubiaceae","Psychotria glaziovii Müll.Arg.",14176,,"LFB","name ok","","Psychotria glaziovii","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Remijia asperula Standl.","Remijia asperula Standl.",39237,"Rubiaceae","Remijia asperula Standl.",39237,,"LFB","name ok","","Remijia asperula","NATIVA","Endemica/Amazônia","BR-AP-BR-AM","Arbusto-Árvore","Floresta de Igapó-Floresta de Terra Firme","Terrícola","sim"
